level_0,index,datetime,total_real_power,reactive_power,voltage,current_intensity,kitchen,laundry_room,temp_control
20274,20274,2009-04-09 11:00:00,93.744,5.776,240.2225,388.2,0.0,1.98,66.0
20275,20275,2009-04-09 12:00:00,92.594,7.432,243.20516666666666,378.2,0.0,0.0,70.56
20276,20276,2009-04-09 13:00:00,73.066,6.732,241.774,300.2,0.0,1.98,48.96
20277,20277,2009-04-09 14:00:00,25.644000000000002,5.28,245.81333333333333,106.6,0.0,0.0,5.28
20278,20278,2009-04-09 15:00:00,21.144,6.774,244.43533333333335,90.6,0.0,1.44,2.46
20279,20279,2009-04-09 16:00:00,23.438,6.864,244.708,99.4,0.0,0.6,5.4
20280,20280,2009-04-09 17:00:00,30.474,4.838,243.48083333333335,125.4,0.0,0.36,2.46
20281,20281,2009-04-09 18:00:00,70.072,8.288,242.192,294.8,2.8200000000000003,1.68,40.56
20282,20282,2009-04-09 19:00:00,203.812,22.738,240.43083333333334,858.4,83.64,0.0,69.24
20283,20283,2009-04-09 20:00:00,190.244,14.568,240.6295,791.6,31.679999999999996,2.04,66.18
20284,20284,2009-04-09 21:00:00,204.998,7.68,240.49016666666665,856.6,42.78,0.0,59.16
20285,20285,2009-04-09 22:00:00,101.42,12.524,242.79283333333333,419.8,0.0,2.04,2.4
20286,20286,2009-04-09 23:00:00,38.014,6.684,246.1865,156.79999999999998,0.0,0.0,5.58
20287,20287,2009-04-10 00:00:00,25.928,8.11,243.47916666666666,112.0,0.0,2.04,5.58
20288,20288,2009-04-10 01:00:00,19.86,5.304,241.04316666666668,84.4,0.0,0.0,2.4
20289,20289,2009-04-10 02:00:00,44.244,6.67,242.2976666666667,183.8,0.0,1.44,25.98
20290,20290,2009-04-10 03:00:00,37.5,4.588,241.3961666666667,155.4,0.0,0.6,20.46
20291,20291,2009-04-10 04:00:00,23.666,6.406,241.38083333333333,101.4,0.0,0.42,5.64
20292,20292,2009-04-10 05:00:00,20.406,6.012,241.6705,86.8,0.0,1.6199999999999999,2.4
20293,20293,2009-04-10 06:00:00,53.182,5.428,242.8525,220.6,0.0,0.0,18.0
20294,20294,2009-04-10 07:00:00,156.624,9.08,240.74650000000003,654.2,24.06,1.98,69.48
20295,20295,2009-04-10 08:00:00,131.55,5.416,240.214,549.0,8.58,20.939999999999998,69.36
20296,20296,2009-04-10 09:00:00,122.492,7.1160000000000005,241.0855,508.2,31.38,5.819999999999999,66.42
20297,20297,2009-04-10 10:00:00,88.624,4.868,241.70416666666668,364.0,0.0,0.0,70.08
20298,20298,2009-04-10 11:00:00,87.206,7.346,240.8336666666667,360.2,0.0,2.1,66.24
20299,20299,2009-04-10 12:00:00,99.812,5.472,241.96016666666668,412.6,0.0,0.0,70.2
20300,20300,2009-04-10 13:00:00,91.13,8.464,242.87800000000001,373.4,0.0,1.92,70.62
20301,20301,2009-04-10 14:00:00,95.31,10.209999999999999,242.614,393.2,0.0,0.24,70.38
20302,20302,2009-04-10 15:00:00,33.628,8.512,243.72483333333332,146.8,0.0,1.2,11.94
20303,20303,2009-04-10 16:00:00,24.274,6.892,243.7155,104.8,0.0,0.96,5.64
20304,20304,2009-04-10 17:00:00,41.354,4.858,242.16983333333334,171.0,0.0,0.3,19.68
20305,20305,2009-04-10 18:00:00,81.878,6.326,240.395,340.6,0.0,1.8599999999999999,60.0
20306,20306,2009-04-10 19:00:00,151.614,8.83,240.64083333333335,645.4,0.0,116.58,2.4
20307,20307,2009-04-10 20:00:00,155.68,10.744,241.138,650.4,26.04,3.2399999999999998,47.22
20308,20308,2009-04-10 21:00:00,114.02,6.396,242.00666666666666,470.4,13.379999999999999,2.94,5.82
20309,20309,2009-04-10 22:00:00,107.974,7.316,244.43566666666666,441.8,19.98,2.1,28.919999999999998
20310,20310,2009-04-10 23:00:00,34.158,5.428,244.4453333333333,143.6,0.0,1.02,14.82
20311,20311,2009-04-11 00:00:00,25.212,7.832,243.14533333333333,108.8,0.0,2.46,5.46
20312,20312,2009-04-11 01:00:00,21.672,3.604,242.76899999999998,92.2,0.0,0.54,2.4
20313,20313,2009-04-11 02:00:00,26.318,7.786,243.97650000000002,114.8,0.0,2.82,5.82
20314,20314,2009-04-11 03:00:00,19.346,3.836,242.38583333333332,80.0,0.0,0.12,2.4
20315,20315,2009-04-11 04:00:00,23.828,6.704,241.33533333333335,101.39999999999999,0.0,2.16,5.5200000000000005
20316,20316,2009-04-11 05:00:00,18.988,3.498,241.17950000000002,78.0,0.0,0.0,2.4
20317,20317,2009-04-11 06:00:00,37.198,6.832,242.68366666666668,156.0,0.0,2.1,7.739999999999999
20318,20318,2009-04-11 07:00:00,128.824,5.314,241.09266666666664,533.8,0.0,0.0,69.54
20319,20319,2009-04-11 08:00:00,93.364,6.642,239.40466666666669,389.8,0.0,2.16,68.88
20320,20320,2009-04-11 09:00:00,88.684,4.466,239.06416666666667,369.2,0.0,0.0,68.76
20321,20321,2009-04-11 10:00:00,98.32,6.854,238.067,413.4,0.0,7.5600000000000005,68.4
20322,20322,2009-04-11 11:00:00,207.13,12.224,238.99200000000002,875.0,0.0,114.96,65.34
20323,20323,2009-04-11 12:00:00,96.916,10.56,242.84266666666664,399.2,0.0,4.02,70.44
20324,20324,2009-04-11 13:00:00,102.66199999999999,10.398,241.23683333333335,428.4,0.0,0.8999999999999999,66.48
20325,20325,2009-04-11 14:00:00,95.482,10.41,241.92149999999998,393.8,0.0,2.16,70.14
20326,20326,2009-04-11 15:00:00,91.374,13.782,242.3545,381.4,0.0,16.5,49.92
20327,20327,2009-04-11 16:00:00,118.928,24.24,241.9343333333333,510.6,0.0,82.08,5.64
20328,20328,2009-04-11 17:00:00,96.322,17.74,240.6935,410.6,0.0,2.16,51.0
20329,20329,2009-04-11 18:00:00,120.614,18.692,239.49016666666665,506.0,0.0,3.06,65.58
20330,20330,2009-04-11 19:00:00,258.284,20.886,236.8685,1091.8,101.22,0.6,67.92
20331,20331,2009-04-11 20:00:00,248.708,21.288,237.09650000000002,1057.4,86.03999999999999,2.94,67.68
20332,20332,2009-04-11 21:00:00,164.336,9.562,239.15716666666668,687.2,15.360000000000001,2.2199999999999998,65.4
20333,20333,2009-04-11 22:00:00,183.09,13.782,241.02083333333334,759.8,17.04,4.9799999999999995,69.78
20334,20334,2009-04-11 23:00:00,96.846,6.734,244.55,393.8,0.0,0.6599999999999999,71.33999999999999
20335,20335,2009-04-12 00:00:00,89.188,11.06,242.20833333333334,364.8,0.0,4.74,67.02
20336,20336,2009-04-12 01:00:00,88.094,6.006,241.214,361.8,0.0,1.5,69.9
20337,20337,2009-04-12 02:00:00,87.76,9.266,241.4851666666667,360.0,0.0,3.3,66.66
20338,20338,2009-04-12 03:00:00,65.348,8.734,240.7115,271.6,0.0,2.88,45.660000000000004
20339,20339,2009-04-12 04:00:00,21.502,7.32,241.08166666666665,93.4,0.0,1.7999999999999998,2.4
20340,20340,2009-04-12 05:00:00,26.946,11.672,241.7468333333333,119.6,0.0,4.5,5.76
20341,20341,2009-04-12 06:00:00,18.536,3.512,241.02566666666664,77.4,0.0,0.0,2.4
20342,20342,2009-04-12 07:00:00,106.56,10.756,239.32183333333333,451.2,0.0,4.68,44.7
20343,20343,2009-04-12 08:00:00,118.43599999999999,7.1899999999999995,239.453,494.2,0.0,1.3199999999999998,68.76
20344,20344,2009-04-12 09:00:00,92.12,7.21,238.7005,386.0,0.6599999999999999,3.42,65.10000000000001
20345,20345,2009-04-12 10:00:00,87.686,7.602,237.783,371.0,30.900000000000002,2.88,36.9
20346,20346,2009-04-12 11:00:00,54.528,7.098,241.43366666666668,231.8,32.46,1.8599999999999999,2.4
20347,20347,2009-04-12 12:00:00,31.476,9.752,241.56016666666667,139.6,0.0,4.38,5.58
20348,20348,2009-04-12 13:00:00,42.976,8.316,243.36700000000002,190.0,0.0,0.18,10.62
20349,20349,2009-04-12 14:00:00,93.648,18.938,243.91233333333332,395.4,0.0,4.74,51.48
20350,20350,2009-04-12 15:00:00,29.56,6.144,241.66333333333333,131.4,0.0,1.26,2.4
20351,20351,2009-04-12 16:00:00,35.394,13.968,241.92216666666667,160.2,0.0,3.5999999999999996,5.64
20352,20352,2009-04-12 17:00:00,41.592,19.546,240.83599999999998,190.2,0.0,3.12,2.4
20353,20353,2009-04-12 18:00:00,106.074,23.858,238.98383333333334,464.2,48.9,1.8599999999999999,14.76
20354,20354,2009-04-12 19:00:00,159.19,24.996,237.33266666666668,683.1999999999999,50.76,4.4399999999999995,64.44
20355,20355,2009-04-12 20:00:00,305.898,17.344,234.78833333333333,1310.2,150.96,0.6,66.72
20356,20356,2009-04-12 21:00:00,308.038,19.656,234.30883333333335,1320.2,133.68,4.9799999999999995,35.7
20357,20357,2009-04-12 22:00:00,89.038,10.692,240.80083333333332,375.2,1.56,26.22,5.7
20358,20358,2009-04-12 23:00:00,41.424,11.034,244.0385,176.6,0.0,1.98,5.1
20359,20359,2009-04-13 00:00:00,25.108,6.5120000000000005,244.23016666666666,110.0,0.0,0.78,2.88
20360,20360,2009-04-13 01:00:00,27.42,7.504,243.862,119.2,0.0,0.8999999999999999,5.34
20361,20361,2009-04-13 02:00:00,24.798,8.312,242.304,112.0,0.0,1.68,2.46
20362,20362,2009-04-13 03:00:00,47.486,5.308,242.11,200.6,0.0,0.0,27.18
20363,20363,2009-04-13 04:00:00,35.764,9.47,241.5975,157.6,0.0,2.46,12.48
20364,20364,2009-04-13 05:00:00,25.704,5.152,241.5155,111.2,0.0,0.0,5.7
20365,20365,2009-04-13 06:00:00,56.562,9.248,240.22299999999998,245.0,0.0,2.4,2.34
20366,20366,2009-04-13 07:00:00,55.822,7.722,239.268,240.8,0.0,0.0,9.84
20367,20367,2009-04-13 08:00:00,179.168,12.916,236.749,764.2,0.0,75.24000000000001,67.92
20368,20368,2009-04-13 09:00:00,103.95400000000001,6.884,239.00083333333333,437.4,0.0,19.02,52.5
20369,20369,2009-04-13 10:00:00,47.762,7.506,240.07833333333335,202.0,0.0,2.2199999999999998,5.82
20370,20370,2009-04-13 11:00:00,34.592,8.682,239.58583333333334,149.4,0.0,3.06,2.4
20371,20371,2009-04-13 12:00:00,34.232,4.906,239.671,145.6,0.0,0.6,5.9399999999999995
20372,20372,2009-04-13 13:00:00,48.26,9.304,241.53616666666667,212.0,0.0,3.06,2.4
20373,20373,2009-04-13 14:00:00,34.136,5.164,243.99533333333332,144.8,0.0,0.6,5.58
20374,20374,2009-04-13 15:00:00,27.434,8.574,243.6875,120.8,0.0,3.06,2.46
20375,20375,2009-04-13 16:00:00,72.73,6.1579999999999995,241.77766666666668,302.8,0.0,0.24,49.44
20376,20376,2009-04-13 17:00:00,27.8,8.366,240.26766666666666,122.39999999999999,0.0,1.5,2.4
20377,20377,2009-04-13 18:00:00,70.116,15.278,239.21189655172415,306.8,0.0,31.98,5.52
20378,20378,2009-04-13 19:00:00,50.508,8.718,239.639,220.8,0.0,0.6,10.56
20379,20379,2009-04-13 20:00:00,207.49,9.542,238.8898333333333,875.4,27.599999999999998,65.52,40.86
20380,20380,2009-04-13 21:00:00,156.946,7.558,240.03416666666666,658.2,30.18,46.980000000000004,2.4
20381,20381,2009-04-13 22:00:00,123.404,8.884,243.962,510.6,2.58,55.62,9.18
20382,20382,2009-04-13 23:00:00,81.428,11.772,243.89433333333332,343.4,0.0,21.36,38.94
20383,20383,2009-04-14 00:00:00,25.638,5.482,243.77683333333334,111.6,0.0,2.28,3.36
20384,20384,2009-04-14 01:00:00,27.552,8.202,240.83166666666665,122.8,0.0,2.6999999999999997,4.92
20385,20385,2009-04-14 02:00:00,26.88,6.428,242.6735,118.0,0.0,0.8999999999999999,5.7
20386,20386,2009-04-14 03:00:00,24.226,6.676,241.79533333333333,108.0,0.0,2.2199999999999998,2.4
20387,20387,2009-04-14 04:00:00,27.324,6.796,240.96466666666666,120.60000000000001,0.0,1.38,5.82
20388,20388,2009-04-14 05:00:00,23.626,5.644,239.9955,104.6,0.0,1.56,2.4
20389,20389,2009-04-14 06:00:00,57.76,7.084,240.4968333333333,252.4,0.0,1.68,22.08
20390,20390,2009-04-14 07:00:00,123.252,5.798,237.89866666666666,517.8,0.0,0.06,68.4
20391,20391,2009-04-14 08:00:00,100.072,13.972,240.05450000000002,422.0,0.0,2.2199999999999998,69.42
20392,20392,2009-04-14 09:00:00,85.592,4.236,239.7866666666667,353.0,0.0,0.0,65.7
20393,20393,2009-04-14 10:00:00,105.202,12.256,241.20350000000002,444.2,0.0,2.34,70.02
20394,20394,2009-04-14 11:00:00,77.432,5.922,242.6455,327.2,0.0,0.0,51.36
20395,20395,2009-04-14 12:00:00,82.998,7.726,240.87066666666666,343.8,0.0,2.28,59.58
20396,20396,2009-04-14 13:00:00,25.966,6.18,242.71083333333334,114.4,0.0,0.0,5.7
20397,20397,2009-04-14 14:00:00,25.37,9.8,243.65183333333334,114.4,0.0,2.28,2.4
20398,20398,2009-04-14 15:00:00,25.388,5.83,243.84099999999998,110.2,0.0,0.0,5.46
20399,20399,2009-04-14 16:00:00,27.302,8.616,244.02483333333333,121.0,0.0,1.74,5.46
20400,20400,2009-04-14 17:00:00,25.662,6.646,242.77166666666665,112.60000000000001,0.0,0.6599999999999999,2.46
20401,20401,2009-04-14 18:00:00,27.786,7.014,242.0635,121.6,0.0,0.78,5.82
20402,20402,2009-04-14 19:00:00,160.538,17.562,239.049,683.8,52.86,25.740000000000002,48.300000000000004
20403,20403,2009-04-14 20:00:00,134.01,9.152,239.32533333333333,568.8,0.42,65.4,5.76
20404,20404,2009-04-14 21:00:00,112.248,6.968,239.34483333333336,471.4,0.0,19.02,2.4
20405,20405,2009-04-14 22:00:00,108.14,5.158,241.667,445.8,0.0,2.2199999999999998,42.0
20406,20406,2009-04-14 23:00:00,41.574,9.432,244.37216666666666,176.4,0.0,3.0,11.76
20407,20407,2009-04-15 00:00:00,30.034,5.542,241.245,127.80000000000001,0.0,0.6599999999999999,2.4
20408,20408,2009-04-15 01:00:00,34.736,8.308,240.33983333333333,150.6,0.0,3.0,5.76
20409,20409,2009-04-15 02:00:00,36.294,5.796,241.41616666666667,155.8,0.0,0.6,5.82
20410,20410,2009-04-15 03:00:00,32.124,7.3,240.19266666666667,139.4,0.0,3.0,2.34
20411,20411,2009-04-15 04:00:00,31.986,4.34,239.82000000000002,137.4,0.0,0.18,5.76
20412,20412,2009-04-15 05:00:00,31.176,7.462,240.067,133.0,0.0,2.28,2.34
20413,20413,2009-04-15 06:00:00,54.218,4.732,242.78266666666664,227.2,0.0,0.0,17.46
20414,20414,2009-04-15 07:00:00,98.908,8.46,241.36783333333332,412.0,0.0,2.2199999999999998,47.04
20415,20415,2009-04-15 08:00:00,72.114,5.666,240.19616666666667,300.0,0.0,0.0,51.18
20416,20416,2009-04-15 09:00:00,27.830000000000002,8.802,240.176,126.0,0.0,2.1,5.7
20417,20417,2009-04-15 10:00:00,22.274,4.824,239.90433333333334,98.0,0.0,0.18,2.4
20418,20418,2009-04-15 11:00:00,27.77,8.724,241.4175,125.0,0.0,1.44,5.7
20419,20419,2009-04-15 12:00:00,23.548,6.88,242.97483333333332,104.60000000000001,0.0,0.84,2.4
20420,20420,2009-04-15 13:00:00,26.344,6.98,243.49699999999999,115.6,0.0,0.6599999999999999,5.52
20421,20421,2009-04-15 14:00:00,24.682,8.51,243.15166666666667,112.2,0.0,1.56,2.4
20422,20422,2009-04-15 15:00:00,25.878,6.276,244.01683333333332,111.2,0.0,0.0,5.58
20423,20423,2009-04-15 16:00:00,40.02,8.286,241.95316666666668,175.4,0.0,2.28,17.88
20424,20424,2009-04-15 17:00:00,47.894,6.332,242.35016666666667,201.8,0.0,0.0,27.06
20425,20425,2009-04-15 18:00:00,42.684,16.202,242.03433333333334,189.4,0.0,2.34,5.64
20426,20426,2009-04-15 19:00:00,110.458,18.631999999999998,241.10883333333334,470.4,51.599999999999994,0.0,2.4
20427,20427,2009-04-15 20:00:00,125.242,12.912,239.994,524.2,1.3199999999999998,2.28,41.28
20428,20428,2009-04-15 21:00:00,146.068,6.51,238.67433333333332,612.6,29.34,0.0,43.14
20429,20429,2009-04-15 22:00:00,77.94,8.374,241.07999999999998,331.40000000000003,30.54,2.16,5.76
20430,20430,2009-04-15 23:00:00,25.84,5.0360000000000005,241.93666666666667,118.8,0.0,0.0,3.7199999999999998
20431,20431,2009-04-16 00:00:00,28.218,8.946,243.4135,127.2,0.0,2.1,4.32
20432,20432,2009-04-16 01:00:00,26.146,4.772,240.29783333333336,114.4,0.0,0.12,5.64
20433,20433,2009-04-16 02:00:00,24.392,6.1,240.51916666666665,109.2,0.0,1.38,2.34
20434,20434,2009-04-16 03:00:00,26.982,6.258,240.8845,119.0,0.0,0.78,5.58
20435,20435,2009-04-16 04:00:00,60.504,4.4959999999999996,240.278,255.8,0.0,0.6,39.54
20436,20436,2009-04-16 05:00:00,27.846,7.06,239.56783333333334,124.8,0.0,1.56,5.82
20437,20437,2009-04-16 06:00:00,23.5,4.394,241.0335,102.4,0.0,0.0,2.34
20438,20438,2009-04-16 07:00:00,111.816,9.482,239.36216666666667,472.2,0.0,2.2199999999999998,66.66
20439,20439,2009-04-16 08:00:00,92.744,5.978,240.54516666666666,385.0,0.0,0.0,69.48
20440,20440,2009-04-16 09:00:00,89.848,7.668,237.46266666666668,378.0,0.0,2.1,67.86
20441,20441,2009-04-16 10:00:00,84.73,3.8,238.36633333333333,351.4,0.0,0.0,64.92
20442,20442,2009-04-16 11:00:00,92.384,8.572000000000001,241.28583333333333,381.2,0.0,2.2199999999999998,69.96
20443,20443,2009-04-16 12:00:00,35.124,5.734,242.8585,151.2,0.0,0.0,14.7
20444,20444,2009-04-16 13:00:00,27.44,8.664,243.69050000000001,121.2,0.0,2.16,5.58
20445,20445,2009-04-16 14:00:00,22.166,4.604,244.1625,97.6,0.0,0.0,2.4
20446,20446,2009-04-16 15:00:00,28.178,9.312,242.37916666666666,124.6,0.0,2.16,5.82
20447,20447,2009-04-16 16:00:00,22.06,4.76,241.17666666666668,98.0,0.0,0.0,2.4
20448,20448,2009-04-16 17:00:00,28.919999999999998,7.5040000000000004,241.03966666666665,129.4,0.0,1.56,5.52
20449,20449,2009-04-16 18:00:00,48.5,6.544,239.53966666666665,209.20000000000002,23.759999999999998,0.6,2.34
20450,20450,2009-04-16 19:00:00,170.33,16.184,238.43466666666666,728.8,82.55999999999999,0.96,56.160000000000004
20451,20451,2009-04-16 20:00:00,90.404,18.024,239.1815,389.2,7.379999999999999,1.2,24.42
20452,20452,2009-04-16 21:00:00,154.202,7.156,237.78216666666668,652.2,27.0,0.24,26.4
20453,20453,2009-04-16 22:00:00,129.626,7.608,238.8705,542.2,4.08,1.8599999999999999,32.82
20454,20454,2009-04-16 23:00:00,118.464,5.396,239.293,494.59999999999997,28.98,0.0,5.5200000000000005
20455,20455,2009-04-17 00:00:00,87.146,6.7,241.93883333333332,359.0,0.0,2.16,2.4
20456,20456,2009-04-17 01:00:00,86.87,3.962,240.18699999999998,360.8,0.0,0.0,5.46
20457,20457,2009-04-17 02:00:00,86.80799999999999,7.126,240.41066666666666,360.2,0.0,2.1,2.4
20458,20458,2009-04-17 03:00:00,84.358,3.312,241.43066666666667,347.8,0.0,0.0,2.34
20459,20459,2009-04-17 04:00:00,89.122,6.578,240.616,370.0,0.0,2.16,5.46
20460,20460,2009-04-17 05:00:00,94.012,3.884,240.37633333333332,389.6,0.0,0.0,11.82
20461,20461,2009-04-17 06:00:00,162.876,8.302,241.254,677.4,0.0,2.1,45.36
20462,20462,2009-04-17 07:00:00,150.678,5.942,238.63549999999998,630.6,0.0,0.0,66.96000000000001
20463,20463,2009-04-17 08:00:00,89.814,7.332,238.49283333333332,375.6,0.0,1.5,66.66
20464,20464,2009-04-17 09:00:00,54.85,5.004,242.125,231.2,0.0,0.6,33.12
20465,20465,2009-04-17 10:00:00,23.048000000000002,5.028,241.61366666666666,103.6,0.0,0.78,2.4
20466,20466,2009-04-17 11:00:00,23.78,6.066,241.78400000000002,105.2,0.0,1.3199999999999998,2.4
20467,20467,2009-04-17 12:00:00,25.698,4.9239999999999995,242.00833333333333,112.0,0.0,0.06,5.28
20468,20468,2009-04-17 13:00:00,24.648,7.2139999999999995,242.67666666666668,110.8,0.0,2.04,2.46
20469,20469,2009-04-17 14:00:00,45.932,4.638,242.417,204.4,0.0,0.0,20.4
20470,20470,2009-04-17 15:00:00,48.75,7.866,242.74116666666666,206.6,0.0,2.16,25.74
20471,20471,2009-04-17 16:00:00,39.346000000000004,13.318,243.4655,183.8,0.0,0.0,5.52
20472,20472,2009-04-17 17:00:00,92.94,6.744,242.07633333333334,383.8,0.0,2.1,65.94
20473,20473,2009-04-17 18:00:00,52.294,9.154,243.4235,218.4,0.0,0.0,14.76
20474,20474,2009-04-17 19:00:00,67.972,14.358,240.85766666666666,298.2,0.0,29.22,2.34
20475,20475,2009-04-17 20:00:00,168.686,5.918,240.3475,710.2,0.0,77.82000000000001,31.44
20476,20476,2009-04-17 21:00:00,165.666,10.914,239.4245,696.6,0.0,42.78,30.720000000000002
20477,20477,2009-04-17 22:00:00,92.358,4.276,242.16899999999998,381.2,0.0,2.2199999999999998,2.4
20478,20478,2009-04-17 23:00:00,185.158,12.638,241.39383333333333,775.4,0.0,142.32,5.52
20479,20479,2009-04-18 00:00:00,47.14,5.474,242.66583333333335,204.6,0.0,20.16,5.52
20480,20480,2009-04-18 01:00:00,28.32,8.126,242.84416666666667,125.0,0.0,4.74,2.46
20481,20481,2009-04-18 02:00:00,28.078,5.748,242.3995,122.8,0.0,0.6,5.58
20482,20482,2009-04-18 03:00:00,26.018,6.884,242.4335,115.4,0.0,2.88,2.4
20483,20483,2009-04-18 04:00:00,58.554,3.642,242.26850000000002,244.6,0.0,0.6599999999999999,37.38
20484,20484,2009-04-18 05:00:00,26.454,7.306,242.24099999999999,117.0,0.0,2.88,2.4
20485,20485,2009-04-18 06:00:00,24.406,4.23,242.32116666666667,107.2,0.0,0.6,2.4
20486,20486,2009-04-18 07:00:00,91.22,8.816,241.3965,389.2,0.0,46.56,5.52
20487,20487,2009-04-18 08:00:00,95.684,5.638,239.50366666666665,411.2,0.0,61.32,4.199999999999999
20488,20488,2009-04-18 09:00:00,109.48,4.38,239.1375,458.2,0.0,2.46,68.76
20489,20489,2009-04-18 10:00:00,101.848,5.018,237.18216666666666,428.2,0.0,0.0,67.74000000000001
20490,20490,2009-04-18 11:00:00,135.73,14.842,238.41833333333335,573.6,29.82,2.16,68.10000000000001
20491,20491,2009-04-18 12:00:00,117.05799999999999,4.178,239.54666666666665,486.2,31.86,0.0,65.58
20492,20492,2009-04-18 13:00:00,92.204,7.806,242.37116666666668,378.8,0.0,2.1,70.02
20493,20493,2009-04-18 14:00:00,87.74,4.066,243.2905,357.0,0.0,0.0,67.61999999999999
20494,20494,2009-04-18 15:00:00,91.728,6.958,242.37516666666667,376.2,0.0,2.1,70.14
20495,20495,2009-04-18 16:00:00,43.432,4.462,243.43449999999999,179.0,0.0,0.0,23.639999999999997
20496,20496,2009-04-18 17:00:00,26.084,6.688,240.01916666666665,114.0,0.0,2.04,5.34
20497,20497,2009-04-18 18:00:00,39.308,3.856,238.38666666666668,166.2,0.0,0.0,2.34
20498,20498,2009-04-18 19:00:00,124.272,7.2379999999999995,235.80833333333334,529.4,0.0,2.04,49.32
20499,20499,2009-04-18 20:00:00,29.76,4.966,239.04500000000002,124.60000000000001,0.0,0.0,5.4
20500,20500,2009-04-18 21:00:00,29.514,6.3919999999999995,240.40866666666668,125.4,0.0,2.04,2.4
20501,20501,2009-04-18 22:00:00,30.102,3.7920000000000003,242.8735,122.8,0.0,0.0,4.4399999999999995
20502,20502,2009-04-18 23:00:00,28.132,6.452,244.73883333333333,119.8,0.0,1.44,3.2399999999999998
20503,20503,2009-04-19 00:00:00,22.67,5.362,244.51966666666667,95.6,0.0,0.6599999999999999,2.46
20504,20504,2009-04-19 01:00:00,24.524,4.718,240.39716666666666,105.60000000000001,0.0,0.6599999999999999,5.34
20505,20505,2009-04-19 02:00:00,22.454,5.078,244.373,95.60000000000001,0.0,1.38,2.46
20506,20506,2009-04-19 03:00:00,21.482,3.866,245.14816666666667,90.0,0.0,0.0,2.46
20507,20507,2009-04-19 04:00:00,54.141999999999996,7.118,244.56466666666665,224.6,0.0,2.04,32.94
20508,20508,2009-04-19 05:00:00,41.486,3.746,243.91083333333333,169.8,0.0,0.0,22.38
20509,20509,2009-04-19 06:00:00,23.887999999999998,6.746,244.45766666666665,103.60000000000001,0.0,2.04,2.4
20510,20510,2009-04-19 07:00:00,23.842,3.436,243.58033333333333,100.8,0.0,0.0,5.46
20511,20511,2009-04-19 08:00:00,28.206,7.722,242.965,122.2,0.0,2.04,2.4
20512,20512,2009-04-19 09:00:00,26.91,4.628,242.2075,117.2,0.0,0.0,2.4
20513,20513,2009-04-19 10:00:00,88.862,7.062,239.80183333333335,371.8,0.0,1.98,58.620000000000005
20514,20514,2009-04-19 11:00:00,84.756,3.976,239.6205,350.4,0.0,0.06,68.76
20515,20515,2009-04-19 12:00:00,83.842,4.908,240.9135,345.0,0.0,1.08,66.36
20516,20516,2009-04-19 13:00:00,84.016,4.096,242.68083333333334,343.0,0.0,0.96,67.32
20517,20517,2009-04-19 14:00:00,78.036,4.004,244.38466666666667,316.2,0.0,0.12,61.8
20518,20518,2009-04-19 15:00:00,20.798,7.092,245.8015,88.8,0.0,1.92,2.46
20519,20519,2009-04-19 16:00:00,22.078,5.576,244.27066666666667,92.6,0.0,0.0,5.28
20520,20520,2009-04-19 17:00:00,20.052,6.106,241.7506666666667,85.39999999999999,0.0,2.04,2.4
20521,20521,2009-04-19 18:00:00,22.194,7.692,242.108,99.8,0.0,0.0,2.4
20522,20522,2009-04-19 19:00:00,29.23,7.416,241.84650000000002,129.4,0.0,2.1,5.34
20523,20523,2009-04-19 20:00:00,122.312,9.976,239.10933333333332,519.2,68.33999999999999,0.0,2.34
20524,20524,2009-04-19 21:00:00,191.216,14.664,239.74783333333335,802.6,29.52,2.04,56.64
20525,20525,2009-04-19 22:00:00,108.886,12.638,240.9655,460.6,34.14,0.0,2.4
20526,20526,2009-04-19 23:00:00,40.586,5.978,244.67950000000002,168.0,0.06,1.44,2.46
20527,20527,2009-04-20 00:00:00,25.194,5.89,243.20933333333332,107.8,0.0,0.6,5.28
20528,20528,2009-04-20 01:00:00,20.842,4.978,243.45600000000002,86.8,0.0,0.48,2.46
20529,20529,2009-04-20 02:00:00,24.044,7.006,243.43466666666666,101.2,0.0,1.5,5.46
20530,20530,2009-04-20 03:00:00,18.428,3.184,243.08166666666665,75.8,0.0,0.0,2.4
20531,20531,2009-04-20 04:00:00,21.092,6.572,242.792,89.2,0.0,2.04,2.46
20532,20532,2009-04-20 05:00:00,29.694,3.852,241.42133333333334,123.8,0.0,0.0,13.2
20533,20533,2009-04-20 06:00:00,94.146,9.798,241.66083333333333,396.6,0.0,1.98,44.22
20534,20534,2009-04-20 07:00:00,103.574,4.2219999999999995,239.84616666666668,431.2,0.0,0.0,64.38
20535,20535,2009-04-20 08:00:00,86.616,5.4959999999999996,239.15983333333332,362.2,0.0,2.04,65.46000000000001
20536,20536,2009-04-20 09:00:00,136.382,4.836,237.91366666666667,575.2,0.0,31.62,67.92
20537,20537,2009-04-20 10:00:00,116.506,6.846,239.69383333333332,485.6,0.0,25.56,68.88
20538,20538,2009-04-20 11:00:00,82.946,4.12,239.8885,342.6,0.0,0.48,65.76
20539,20539,2009-04-20 12:00:00,87.268,5.39,241.08883333333333,359.0,0.0,0.96,69.6
20540,20540,2009-04-20 13:00:00,65.958,5.576,242.2313333333333,269.6,0.0,1.14,48.06
20541,20541,2009-04-20 14:00:00,19.986,5.356,242.69216666666668,85.4,0.0,0.24,2.4
